date,year,season,location,sampleID,sampleID.prefix,labelColor,microhabitat,vial,scientificName,stage,notes,number,benthicArea,acceptedTaxonID,taxonRank,organism_aggr,phylum,subphylum,class,order,family,subfamily,tribe,genus,species,taxa.notes,tolerance,FFG,FFG2
2019-05-28,2019,Summer,Downstream,01DRSU19.DSR,01DRSU19,Lavender,DSR,4,Caecidotea sp.,adult,NA,1,0.5,CAESP4,genus,Caecidotea,Arthropoda,Crustacea,Malacostraca,Isopoda,Asellidae,NA,NA,Caecidotea,NA,NA,8,cg,sh
2019-05-28,2019,Summer,Downstream,01DRSU19.DFR,01DRSU19,Lavender,DFR,6,Cheumatopsyche sp.,larva,NA,16,0.5,CHESP5,genus,Cheumatopsyche,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Cheumatopsyche,NA,NA,5,cf,NA
2019-05-28,2019,Summer,Downstream,01DRSU19.DFR,01DRSU19,Lavender,DFR,11;4,Cheumatopsyche sp.,pupa,emerging adult;pupa,2,0.5,CHESP5,genus,Cheumatopsyche,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Cheumatopsyche,NA,NA,5,cf,NA
2019-05-28,2019,Summer,Downstream,01DRSU19.DM,01DRSU19,Lavender,DM,2;9,Cheumatopsyche sp.,larva,NA;NA,10,0.5,CHESP5,genus,Cheumatopsyche,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Cheumatopsyche,NA,NA,5,cf,NA
2019-05-28,2019,Summer,Downstream,01DRSU19.DSH,01DRSU19,Lavender,DSH,1;11,Cheumatopsyche sp.,larva,NA;NA,33,0.5,CHESP5,genus,Cheumatopsyche,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Cheumatopsyche,NA,NA,5,cf,NA
2019-05-28,2019,Summer,Downstream,01DRSU19.DSH,01DRSU19,Lavender,DSH,7,Cheumatopsyche sp.,pupa,emerging adult,1,0.5,CHESP5,genus,Cheumatopsyche,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Cheumatopsyche,NA,NA,5,cf,NA
2019-05-28,2019,Summer,Downstream,01DRSU19.DSP,01DRSU19,Lavender,DSP,1;3,Cheumatopsyche sp.,larva,NA;NA,14,0.5,CHESP5,genus,Cheumatopsyche,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Cheumatopsyche,NA,NA,5,cf,NA
2019-05-28,2019,Summer,Downstream,01DRSU19.DSP,01DRSU19,Lavender,DSP,5;7,Cheumatopsyche sp.,pupa,pupa;pupa,2,0.5,CHESP5,genus,Cheumatopsyche,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Cheumatopsyche,NA,NA,5,cf,NA
2019-05-28,2019,Summer,Downstream,01DRSU19.DSR,01DRSU19,Lavender,DSR,2;13,Cheumatopsyche sp.,larva,NA;NA,16,0.5,CHESP5,genus,Cheumatopsyche,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Cheumatopsyche,NA,NA,5,cf,NA
2019-05-28,2019,Summer,Downstream,01DRSU19.DFR,01DRSU19,Lavender,DFR,1,Chimarra sp.,larva,NA,1,0.5,CHISP7,genus,Chimarra,Arthropoda,Hexapoda,Insecta,Trichoptera,Philopotamidae,Chimarrinae,NA,Chimarra,NA,NA,4,cf,NA
2019-05-28,2019,Summer,Downstream,01DRSU19.DM,01DRSU19,Lavender,DM,2,Chimarra sp.,larva,NA,1,0.5,CHISP7,genus,Chimarra,Arthropoda,Hexapoda,Insecta,Trichoptera,Philopotamidae,Chimarrinae,NA,Chimarra,NA,NA,4,cf,NA
2019-05-28,2019,Summer,Downstream,01DRSU19.DSH,01DRSU19,Lavender,DSH,6;11,Chimarra sp.,larva,NA;NA,13,0.5,CHISP7,genus,Chimarra,Arthropoda,Hexapoda,Insecta,Trichoptera,Philopotamidae,Chimarrinae,NA,Chimarra,NA,NA,4,cf,NA
2019-05-28,2019,Summer,Downstream,01DRSU19.DSP,01DRSU19,Lavender,DSP,1;10;3,Chimarra sp.,larva,NA;NA;NA,8,0.5,CHISP7,genus,Chimarra,Arthropoda,Hexapoda,Insecta,Trichoptera,Philopotamidae,Chimarrinae,NA,Chimarra,NA,NA,4,cf,NA
2019-05-28,2019,Summer,Downstream,01DRSU19.DM,01DRSU19,Lavender,DM,6D,Dannella sp.,larva,NA,2,0.5,DANSP1,genus,Dannella,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ephemerellidae,NA,NA,Dannella,NA,NA,2,cg,NA
2019-05-28,2019,Summer,Downstream,01DRSU19.DSR,01DRSU19,Lavender,DSR,5D,Dannella sp.,larva,NA,1,0.5,DANSP1,genus,Dannella,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ephemerellidae,NA,NA,Dannella,NA,NA,2,cg,NA
2019-05-28,2019,Summer,Downstream,01DRSU19.DFR,01DRSU19,Lavender,DFR,5D,Drunella sp.,larva,NA,1,0.5,DRUSP,genus,Drunella,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ephemerellidae,NA,NA,Drunella,NA,NA,0,scr,NA
2019-05-28,2019,Summer,Downstream,01DRSU19.DM,01DRSU19,Lavender,DM,6E;1B,Drunella sp.,larva,NA;NA,7,0.5,DRUSP,genus,Drunella,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ephemerellidae,NA,NA,Drunella,NA,NA,0,scr,NA
2019-05-28,2019,Summer,Downstream,01DRSU19.DSH,01DRSU19,Lavender,DSH,10E,Drunella sp.,larva,NA,4,0.5,DRUSP,genus,Drunella,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ephemerellidae,NA,NA,Drunella,NA,NA,0,scr,NA
2019-05-28,2019,Summer,Downstream,01DRSU19.DSP,01DRSU19,Lavender,DSP,2E;4F,Drunella sp.,larva,NA;NA,3,0.5,DRUSP,genus,Drunella,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ephemerellidae,NA,NA,Drunella,NA,NA,0,scr,NA
2019-05-28,2019,Summer,Downstream,01DRSU19.DSR,01DRSU19,Lavender,DSR,5C,Drunella sp.,larva,NA,1,0.5,DRUSP,genus,Drunella,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ephemerellidae,NA,NA,Drunella,NA,NA,0,scr,NA
2019-05-28,2019,Summer,Downstream,01DRSU19.DFR,01DRSU19,Lavender,DFR,9A;14C,Epeorus sp.,larva,NA;NA,2,0.5,EPESP,genus,Epeorus,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Epeorus,NA,NA,0,scr,cg
2019-05-28,2019,Summer,Downstream,01DRSU19.DSH,01DRSU19,Lavender,DSH,10B,Epeorus sp.,larva,NA,4,0.5,EPESP,genus,Epeorus,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Epeorus,NA,NA,0,scr,cg
2019-05-28,2019,Summer,Downstream,01DRSU19.DSP,01DRSU19,Lavender,DSP,4,Epeorus sp.,larva,NA,3,0.5,EPESP,genus,Epeorus,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Epeorus,NA,NA,0,scr,cg
2019-05-28,2019,Summer,Downstream,01DRSU19.DSR,01DRSU19,Lavender,DSR,5B,Epeorus sp.,larva,NA,1,0.5,EPESP,genus,Epeorus,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Epeorus,NA,NA,0,scr,cg
2019-05-28,2019,Summer,Downstream,01DRSU19.DSH,01DRSU19,Lavender,DSH,12C,Epeorus vitreus,larva,NA,3,0.5,EPEVIT,species,Epeorus,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Epeorus,vitreus,NA,0,scr,cg
2019-05-28,2019,Summer,Downstream,01DRSU19.DSP,01DRSU19,Lavender,DSP,4C,Epeorus vitreus,larva,NA,1,0.5,EPEVIT,species,Epeorus,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Epeorus,vitreus,NA,0,scr,cg
2019-05-28,2019,Summer,Downstream,01DRSU19.DSR,01DRSU19,Lavender,DSR,2C,Epeorus vitreus,larva,NA,1,0.5,EPEVIT,species,Epeorus,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Epeorus,vitreus,NA,0,scr,cg
2019-05-28,2019,Summer,Downstream,01DRSU19.DFR,01DRSU19,Lavender,DFR,5C,Ephemerella dorothea/excrucians,larva,NA,13,0.5,EPHDOR,speciesGroup,Ephemerella,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ephemerellidae,NA,NA,Ephemerella,dorothea,NA,1,cg,scr
2019-05-28,2019,Summer,Downstream,01DRSU19.DM,01DRSU19,Lavender,DM,1D,Ephemerella dorothea/excrucians,larva,NA,6,0.5,EPHDOR,speciesGroup,Ephemerella,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ephemerellidae,NA,NA,Ephemerella,dorothea,NA,1,cg,scr
2019-05-28,2019,Summer,Downstream,01DRSU19.DSH,01DRSU19,Lavender,DSH,12D,Ephemerella dorothea/excrucians,larva,NA,30,0.5,EPHDOR,speciesGroup,Ephemerella,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ephemerellidae,NA,NA,Ephemerella,dorothea,NA,1,cg,scr
2019-05-28,2019,Summer,Downstream,01DRSU19.DSP,01DRSU19,Lavender,DSP,2D;4D,Ephemerella dorothea/excrucians,larva,NA;NA,15,0.5,EPHDOR,speciesGroup,Ephemerella,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ephemerellidae,NA,NA,Ephemerella,dorothea,NA,1,cg,scr
2019-05-28,2019,Summer,Downstream,01DRSU19.DSR,01DRSU19,Lavender,DSR,2D;3,Ephemerella dorothea/excrucians,larva,NA;NA,10,0.5,EPHDOR,speciesGroup,Ephemerella,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ephemerellidae,NA,NA,Ephemerella,dorothea,NA,1,cg,scr
2019-05-28,2019,Summer,Downstream,01DRSU19.DFR,01DRSU19,Lavender,DFR,9;14B,Ephemerella sp.,larva,NA;NA,46,0.5,EPHSP4,genus,Ephemerella,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ephemerellidae,NA,NA,Ephemerella,NA,NA,1,cg,scr
2019-05-28,2019,Summer,Downstream,01DRSU19.DM,01DRSU19,Lavender,DM,6F,Ephemerella sp.,larva,NA,10,0.5,EPHSP4,genus,Ephemerella,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ephemerellidae,NA,NA,Ephemerella,NA,NA,1,cg,scr
2019-05-28,2019,Summer,Downstream,01DRSU19.DSH,01DRSU19,Lavender,DSH,10C,Ephemerella sp.,larva,NA,8,0.5,EPHSP4,genus,Ephemerella,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ephemerellidae,NA,NA,Ephemerella,NA,NA,1,cg,scr
2019-05-28,2019,Summer,Downstream,01DRSU19.DSR,01DRSU19,Lavender,DSR,5,Ephemerella sp.,larva,NA,1,0.5,EPHSP4,genus,Ephemerella,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ephemerellidae,NA,NA,Ephemerella,NA,NA,1,cg,scr
2019-05-28,2019,Summer,Downstream,01DRSU19.DSP,01DRSU19,Lavender,DSP,10,Eukiefferiella sp.,larva,NA,1,0.5,EUKSP,genus,midges,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Orthocladiinae,NA,Eukiefferiella,NA,NA,5,cg,om
2019-05-28,2019,Summer,Downstream,01DRSU19.DM,01DRSU19,Lavender,DM,9,Ferrissia sp.,adult,NA,1,0.5,FERSP,genus,Ferrissia,Mollusca,NA,Gastropoda,Basommatophora,Ancylidae,NA,NA,Ferrissia,NA,NA,6,scr,NA
2019-05-28,2019,Summer,Downstream,01DRSU19.DSP,01DRSU19,Lavender,DSP,52,Georthocladius sp.,larva,NEW,2,0.5,GEOSP3,genus,midges,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Orthocladiinae,NA,Georthocladius,NA,NA,6,cg,NA
2019-05-28,2019,Summer,Downstream,01DRSU19.DM,01DRSU19,Lavender,DM,3,Girardia sp.,adult,NA,1,0.5,GIRSP,genus,Girardia,Platyhelminthes,Rhabditophora,Trepaxonemata,Neoophora,Dugesiidae,NA,NA,Girardia,NA,NA,6,prd,NA
2019-05-28,2019,Summer,Downstream,01DRSU19.DSH,01DRSU19,Lavender,DSH,5;8,Girardia sp.,adult,NA;NA,4,0.5,GIRSP,genus,Girardia,Platyhelminthes,Rhabditophora,Trepaxonemata,Neoophora,Dugesiidae,NA,NA,Girardia,NA,NA,6,prd,NA
2019-05-28,2019,Summer,Downstream,01DRSU19.DSP,01DRSU19,Lavender,DSP,11;13,Girardia sp.,adult,NA;NA,3,0.5,GIRSP,genus,Girardia,Platyhelminthes,Rhabditophora,Trepaxonemata,Neoophora,Dugesiidae,NA,NA,Girardia,NA,NA,6,prd,NA
2019-05-28,2019,Summer,Downstream,01DRSU19.DFR,01DRSU19,Lavender,DFR,6,Glossosoma sp.,larva,NA,1,0.5,GLOSP3,genus,Glossosoma,Arthropoda,Hexapoda,Insecta,Trichoptera,Glossosomatidae,Glossosomatinae,Glossosomatini,Glossosoma,NA,NA,0,scr,NA
2019-05-28,2019,Summer,Downstream,01DRSU19.DM,01DRSU19,Lavender,DM,2,Glossosoma sp.,larva,NA,2,0.5,GLOSP3,genus,Glossosoma,Arthropoda,Hexapoda,Insecta,Trichoptera,Glossosomatidae,Glossosomatinae,Glossosomatini,Glossosoma,NA,NA,0,scr,NA
2019-05-28,2019,Summer,Downstream,01DRSU19.DSH,01DRSU19,Lavender,DSH,3,Glossosoma sp.,larva,NA,1,0.5,GLOSP3,genus,Glossosoma,Arthropoda,Hexapoda,Insecta,Trichoptera,Glossosomatidae,Glossosomatinae,Glossosomatini,Glossosoma,NA,NA,0,scr,NA
2019-05-28,2019,Summer,Downstream,01DRSU19.DSP,01DRSU19,Lavender,DSP,1,Glossosoma sp.,larva,NA,1,0.5,GLOSP3,genus,Glossosoma,Arthropoda,Hexapoda,Insecta,Trichoptera,Glossosomatidae,Glossosomatinae,Glossosomatini,Glossosoma,NA,NA,0,scr,NA
2019-05-28,2019,Summer,Downstream,01DRSU19.DFR,01DRSU19,Lavender,DFR,11;13,Glossosomatidae sp.,larva,larvae;larvae; beginning to pupate,4,0.5,GLOSP1,family,Glossosomatidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Glossosomatidae,NA,NA,NA,NA,NA,0,scr,NA
2019-05-28,2019,Summer,Downstream,01DRSU19.DFR,01DRSU19,Lavender,DFR,11;13,Glossosomatidae sp.,pupa,pupa;pupa,3,0.5,GLOSP1,family,Glossosomatidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Glossosomatidae,NA,NA,NA,NA,NA,0,scr,NA
2019-05-28,2019,Summer,Downstream,01DRSU19.DSH,01DRSU19,Lavender,DSH,7;3,Glossosomatidae sp.,larva,larvae;pupating larvae,4,0.5,GLOSP1,family,Glossosomatidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Glossosomatidae,NA,NA,NA,NA,NA,0,scr,NA
2019-05-28,2019,Summer,Downstream,01DRSU19.DSP,01DRSU19,Lavender,DSP,7,Glossosomatidae sp.,pupa,pupa,1,0.5,GLOSP1,family,Glossosomatidae,Arthropoda,Hexapoda,Insecta,Trichoptera,Glossosomatidae,NA,NA,NA,NA,NA,0,scr,NA
2019-05-28,2019,Summer,Downstream,01DRSU19.DFR,01DRSU19,Lavender,DFR,9D,Habrophlebiodes sp.,larva,NA,1,0.5,HABSP1,genus,Habrophlebiodes,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Leptophlebiidae,NA,NA,Habrophlebiodes,NA,NA,6,scr,cg
2019-05-28,2019,Summer,Downstream,01DRSU19.DSR,01DRSU19,Lavender,DSR,5F,Habrophlebiodes sp.,larva,NA,1,0.5,HABSP1,genus,Habrophlebiodes,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Leptophlebiidae,NA,NA,Habrophlebiodes,NA,NA,6,scr,cg
2019-05-28,2019,Summer,Downstream,01DRSU19.DFR,01DRSU19,Lavender,DFR,6,Hydropsyche betteni,larva,NA,1,0.5,HYDBET,species,Hydropsyche,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Hydropsyche,betteni,NA,7,cf,om
2019-05-28,2019,Summer,Downstream,01DRSU19.DSH,01DRSU19,Lavender,DSH,1,Hydropsyche betteni,larva,NA,2,0.5,HYDBET,species,Hydropsyche,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Hydropsyche,betteni,NA,7,cf,om
2019-05-28,2019,Summer,Downstream,01DRSU19.DFR,01DRSU19,Lavender,DFR,6,Hydropsyche bronta,larva,NA,2,0.5,HYDBRO,species,Hydropsyche,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Hydropsyche,bronta,NA,6,cf,om
2019-05-28,2019,Summer,Downstream,01DRSU19.DM,01DRSU19,Lavender,DM,2;9,Hydropsyche bronta,larva,NA;NA,3,0.5,HYDBRO,species,Hydropsyche,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Hydropsyche,bronta,NA,6,cf,om
2019-05-28,2019,Summer,Downstream,01DRSU19.DSH,01DRSU19,Lavender,DSH,1,Hydropsyche bronta,larva,NA,2,0.5,HYDBRO,species,Hydropsyche,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Hydropsyche,bronta,NA,6,cf,om
2019-05-28,2019,Summer,Downstream,01DRSU19.DFR,01DRSU19,Lavender,DFR,6,Hydropsyche morosa,larva,NA,4,0.5,HYDMOR,species,Hydropsyche,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Hydropsyche,morosa,NA,6,cf,om
2019-05-28,2019,Summer,Downstream,01DRSU19.DM,01DRSU19,Lavender,DM,2;9,Hydropsyche morosa,larva,NA;NA,6,0.5,HYDMOR,species,Hydropsyche,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Hydropsyche,morosa,NA,6,cf,om
2019-05-28,2019,Summer,Downstream,01DRSU19.DSH,01DRSU19,Lavender,DSH,1;11,Hydropsyche morosa,larva,NA;NA,10,0.5,HYDMOR,species,Hydropsyche,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Hydropsyche,morosa,NA,6,cf,om
2019-05-28,2019,Summer,Downstream,01DRSU19.DSP,01DRSU19,Lavender,DSP,1,Hydropsyche morosa,larva,NA,6,0.5,HYDMOR,species,Hydropsyche,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Hydropsyche,morosa,NA,6,cf,om
2019-05-28,2019,Summer,Downstream,01DRSU19.DSR,01DRSU19,Lavender,DSR,2;2;13,Hydropsyche morosa,larva,dark spots;NA;NA,5,0.5,HYDMOR,species,Hydropsyche,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Hydropsyche,morosa,NA,6,cf,om
2019-05-28,2019,Summer,Downstream,01DRSU19.DFR,01DRSU19,Lavender,DFR,11;4,Hydropsyche sp.,pupa,pupa;pupa,4,0.5,HYDSP23,genus,Hydropsyche,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Hydropsyche,NA,NA,6,cf,om
2019-05-28,2019,Summer,Downstream,01DRSU19.DSH,01DRSU19,Lavender,DSH,7,Hydropsyche sp.,pupa,pupa,1,0.5,HYDSP23,genus,Hydropsyche,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Hydropsyche,NA,NA,6,cf,om
2019-05-28,2019,Summer,Downstream,01DRSU19.DSP,01DRSU19,Lavender,DSP,5,Hydropsyche sp.,pupa,pupa,3,0.5,HYDSP23,genus,Hydropsyche,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Hydropsyche,NA,NA,6,cf,om
2019-05-28,2019,Summer,Downstream,01DRSU19.DSR,01DRSU19,Lavender,DSR,7,Hydropsyche sp.,pupa,pupa,1,0.5,HYDSP23,genus,Hydropsyche,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Hydropsyche,NA,NA,6,cf,om
2019-05-28,2019,Summer,Downstream,01DRSU19.DFR,01DRSU19,Lavender,DFR,6,Hydropsyche sparna,larva,NA,2,0.5,HYDSPA,species,Hydropsyche,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Hydropsyche,sparna,NA,6,cf,om
2019-05-28,2019,Summer,Downstream,01DRSU19.DM,01DRSU19,Lavender,DM,2,Hydropsyche sparna,larva,NA,1,0.5,HYDSPA,species,Hydropsyche,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Hydropsyche,sparna,NA,6,cf,om
2019-05-28,2019,Summer,Downstream,01DRSU19.DSH,01DRSU19,Lavender,DSH,1;11,Hydropsyche sparna,larva,NA;NA,19,0.5,HYDSPA,species,Hydropsyche,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Hydropsyche,sparna,NA,6,cf,om
2019-05-28,2019,Summer,Downstream,01DRSU19.DSP,01DRSU19,Lavender,DSP,1,Hydropsyche sparna,larva,NA,2,0.5,HYDSPA,species,Hydropsyche,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,NA,Hydropsyche,sparna,NA,6,cf,om
2019-05-28,2019,Summer,Downstream,01DRSU19.DM,01DRSU19,Lavender,DM,6B,Isonychia sp.,larva,NA,1,0.5,ISOSP6,genus,Isonychia,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Isonychiidae,NA,NA,Isonychia,NA,NA,2,cf,prd
2019-05-28,2019,Summer,Downstream,01DRSU19.DSH,01DRSU19,Lavender,DSH,12F,Isonychia sp.,larva,NA,1,0.5,ISOSP6,genus,Isonychia,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Isonychiidae,NA,NA,Isonychia,NA,NA,2,cf,prd
2019-05-28,2019,Summer,Downstream,01DRSU19.DSP,01DRSU19,Lavender,DSP,2F;4G,Isonychia sp.,larva,NA;NA,4,0.5,ISOSP6,genus,Isonychia,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Isonychiidae,NA,NA,Isonychia,NA,NA,2,cf,prd
2019-05-28,2019,Summer,Downstream,01DRSU19.DSR,01DRSU19,Lavender,DSR,3;2F,Isonychia sp.,larva,1 big one and 1 small one;NA,3,0.5,ISOSP6,genus,Isonychia,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Isonychiidae,NA,NA,Isonychia,NA,NA,2,cf,prd
2019-05-28,2019,Summer,Downstream,01DRSU19.DM,01DRSU19,Lavender,DM,5;11,Lebertia sp.,adult,NA;NA,2,0.5,LEBSP1,genus,Lebertia,Arthropoda,Chelicerata,Arachnida,Trombidiformes,Lebertiidae,NA,NA,Lebertia,NA,NA,8,prd,NA
2019-05-28,2019,Summer,Downstream,01DRSU19.DSH,01DRSU19,Lavender,DSH,13,Lebertia sp.,adult,NA,2,0.5,LEBSP1,genus,Lebertia,Arthropoda,Chelicerata,Arachnida,Trombidiformes,Lebertiidae,NA,NA,Lebertia,NA,NA,8,prd,NA
2019-05-28,2019,Summer,Downstream,01DRSU19.DSP,01DRSU19,Lavender,DSP,6,Lebertia sp.,adult,NA,1,0.5,LEBSP1,genus,Lebertia,Arthropoda,Chelicerata,Arachnida,Trombidiformes,Lebertiidae,NA,NA,Lebertia,NA,NA,8,prd,NA
2019-05-28,2019,Summer,Downstream,01DRSU19.DSR,01DRSU19,Lavender,DSR,8;6,Lebertia sp.,adult,NA;NA,2,0.5,LEBSP1,genus,Lebertia,Arthropoda,Chelicerata,Arachnida,Trombidiformes,Lebertiidae,NA,NA,Lebertia,NA,NA,8,prd,NA
2019-05-28,2019,Summer,Downstream,01DRSU19.DFR,01DRSU19,Lavender,DFR,5B;14A,Leucrocuta sp.,larva,NA;NA,7,0.5,LEUSP7,genus,Leucrocuta,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Leucrocuta,NA,NA,1,scr,cg
2019-05-28,2019,Summer,Downstream,01DRSU19.DM,01DRSU19,Lavender,DM,6C;1,Leucrocuta sp.,larva,NA;NA,13,0.5,LEUSP7,genus,Leucrocuta,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Leucrocuta,NA,NA,1,scr,cg
2019-05-28,2019,Summer,Downstream,01DRSU19.DSH,01DRSU19,Lavender,DSH,10F;12B,Leucrocuta sp.,larva,NA;NA,8,0.5,LEUSP7,genus,Leucrocuta,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Leucrocuta,NA,NA,1,scr,cg
2019-05-28,2019,Summer,Downstream,01DRSU19.DSP,01DRSU19,Lavender,DSP,2C;4B,Leucrocuta sp.,larva,NA;NA,26,0.5,LEUSP7,genus,Leucrocuta,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Leucrocuta,NA,NA,1,scr,cg
2019-05-28,2019,Summer,Downstream,01DRSU19.DSR,01DRSU19,Lavender,DSR,2B;5E,Leucrocuta sp.,larva,NA;NA,26,0.5,LEUSP7,genus,Leucrocuta,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Leucrocuta,NA,NA,1,scr,cg
2019-05-28,2019,Summer,Downstream,01DRSU19.DSH,01DRSU19,Lavender,DSH,11A;4,Leuctra sp.,larva,"NA;no gills, long body, labial palps longer than paraglossae",2,0.5,LEUSP8,genus,Leuctra,Arthropoda,Hexapoda,Insecta,Plecoptera,Leuctridae,Leuctrinae,NA,Leuctra,NA,NA,0,sh,cg
2019-05-28,2019,Summer,Downstream,01DRSU19.DSP,01DRSU19,Lavender,DSP,11,Leuctra sp.,larva,elongate,1,0.5,LEUSP8,genus,Leuctra,Arthropoda,Hexapoda,Insecta,Plecoptera,Leuctridae,Leuctrinae,NA,Leuctra,NA,NA,0,sh,cg
2019-05-28,2019,Summer,Downstream,01DRSU19.DSR,01DRSU19,Lavender,DSR,11;9A,Leuctra sp.,larva,elongate;NA,2,0.5,LEUSP8,genus,Leuctra,Arthropoda,Hexapoda,Insecta,Plecoptera,Leuctridae,Leuctrinae,NA,Leuctra,NA,NA,0,sh,cg
2019-05-28,2019,Summer,Downstream,01DRSU19.DSH,01DRSU19,Lavender,DSH,12;5,Lumbriculus variegatus,adult,NA;NA,2,0.5,LUMVAR,species,segmented_worms,Annelida,NA,Clitellata,Lumbriculida,Lumbriculidae,NA,NA,Lumbriculus,variegatus,NA,5,cg,NA
2019-05-28,2019,Summer,Downstream,01DRSU19.DFR,01DRSU19,Lavender,DFR,5A;14,Maccaffertium sp.,larva,NA;NA,78,0.5,MACSP11,genus,Stenonema,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Maccaffertium,NA,NA,2,scr,cg
