date,year,season,location,sampleID,sampleID.prefix,labelColor,microhabitat,vial,scientificName,stage,notes,number,benthicArea
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,UR22,Antocha sp.,larva,NA,3,2.5
2017-06-05,2017,Summer,Downstream,03DRSU17.NA,03DRSU17,Orange,NA,DR12,Aulodrilus pluriseta,adult,NA,1,2.5
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,UR05,Aulodrilus pluriseta,adult,"(upper tooth reduced in dorsal and ventral chaetae, very small worm, hair and chaetae)",1,2.5
2017-06-05,2017,Summer,Downstream,03DRSU17.NA,03DRSU17,Orange,NA,"DR04,DR21,DR22",Baetis sp.,larva,NA,8,2.5
2017-06-05,2017,Summer,Downstream,03DRSU17.NA,03DRSU17,Orange,NA,DR20,Beloneuria sp.,larva,"has anal gills, no silky setae on cerci",7,2.5
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,UR27,Bothrioneurum vejdovskyanum,adult,"more than two chaeta per bundle,  chaete bifurcate dorsal chaeta begin on segment II  no hair chaeta on dorsal bundles  dorsal sensory cavity  3 normal chaeta per bundle""",1,2.5
2017-06-05,2017,Summer,Downstream,03DRSU17.NA,03DRSU17,Orange,NA,DR08,Caecidotea sp.,adult,isopods (sow bugs),1,2.5
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,UR08,Caecidotea sp.,adult,isopods (sow bugs),1,2.5
2017-06-05,2017,Summer,Downstream,03DRSU17.NA,03DRSU17,Orange,NA,"DR11,DR17,DR18",Cheumatopsyche sp.,larva,"solid brown head, no scale hairs, 4 pupa",13,2.5
2017-06-05,2017,Summer,Downstream,03DRSU17.NA,03DRSU17,Orange,NA,DR12,Chironomidae sp.,larva,mentum broken so can't identify further,1,2.5
2017-06-05,2017,Summer,Downstream,03DRSU17.NA,03DRSU17,Orange,NA,DR16,Chironomidae sp.,larva,NA,1,2.5
2017-06-05,2017,Summer,Downstream,03DRSU17.NA,03DRSU17,Orange,NA,DR14,Chironomidae sp.,pupa,pupa,1,2.5
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,UR09,Chironomidae sp.,larva,clear_midges,1,2.5
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,UR17,Chironomidae sp.,larva,clear_midges,1,2.5
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,UR09,Chironomidae sp.,larva,red_midges,1,2.5
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,UR16,Chironomidae sp.,pupa,"red_midges, 1 pupa",1,2.5
2017-06-05,2017,Summer,Downstream,03DRSU17.NA,03DRSU17,Orange,NA,"DR04, DR22",Dannella sp.,larva,NA,4,2.5
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,UR14,Dannella sp.,larva,NA,2,2.5
2017-06-05,2017,Summer,Downstream,03DRSU17.NA,03DRSU17,Orange,NA,DR22,Diploperla sp.,larva,NA,1,2.5
2017-06-05,2017,Summer,Downstream,03DRSU17.NA,03DRSU17,Orange,NA,DR15,Dolophilodes sp.,larva,finger net + tube maker,1,2.5
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,UR05,Eclipidrilus lacustris,adult,"(simple pointed chaetae, probiscus)",2,2.5
2017-06-05,2017,Summer,Downstream,03DRSU17.NA,03DRSU17,Orange,NA,DR14,Einfeldia sp.,larva,clear_midges,1,2.5
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,UR05,Enchytraeidae sp.,adult,(spematthecae in segment V),1,2.5
2017-06-05,2017,Summer,Downstream,03DRSU17.NA,03DRSU17,Orange,NA,DR05,Epeorus vitreus,larva,NA,1,2.5
2017-06-05,2017,Summer,Downstream,03DRSU17.NA,03DRSU17,Orange,NA,"DR04,DR22",Ephemerella dorothea/excrucians,larva,NA,8,2.5
2017-06-05,2017,Summer,Downstream,03DRSU17.NA,03DRSU17,Orange,NA,DR14,Eukiefferiella sp.,larva,clear_midges,1,2.5
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,UR21,Eukiefferiella sp.,larva,clear_midges,1,2.5
2017-06-05,2017,Summer,Downstream,03DRSU17.NA,03DRSU17,Orange,NA,set free,Faxonius virilis,adult,"3 females (one with eggs), 2 males, 1 escaped (none preserved)",6,2.5
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,NA,Faxonius virilis,adult,"only  2 cray fish actually caught, 6 total seen, no crayfish preserved",6,2.5
2017-06-05,2017,Summer,Downstream,03DRSU17.NA,03DRSU17,Orange,NA,DR02,Ferrissia sp.,adult,NA,18,2.5
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,UR04,Ferrissia sp.,adult,NA,9,2.5
2017-06-05,2017,Summer,Downstream,03DRSU17.NA,03DRSU17,Orange,NA,DR10,Glossiphoniidae sp.,adult,"pale, segmented. Oral sucker continuous with body. Mouth pore covers entire oral sucker. Body flat/wider than head region.",1,2.5
2017-06-05,2017,Summer,Downstream,03DRSU17.NA,03DRSU17,Orange,NA,DR11,Hydropsyche bronta,larva,"Patterned head, no scale hairs,",3,2.5
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,UR17,Hydropsyche bronta,larva,"Patterned head, no scale hairs,",2,2.5
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,UR17,Hydropsyche morosa,larva,"Distinct spot pattern on head, no scale hairs, 1 pupa",5,2.5
2017-06-05,2017,Summer,Downstream,03DRSU17.NA,03DRSU17,Orange,NA,DR11,Hydropsyche sparna,larva,"Light brown head with three light spots, no scale hairs,",3,2.5
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,UR17,Hydropsyche sparna,larva,"Light brown head with three light spots, no scale hairs,",11,2.5
2017-06-05,2017,Summer,Downstream,03DRSU17.NA,03DRSU17,Orange,NA,"DR04,DR21,DR22",Isonychia sp.,larva,NA,7,2.5
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,UR14,Isonychia sp.,larva,NA,1,2.5
2017-06-05,2017,Summer,Downstream,03DRSU17.NA,03DRSU17,Orange,NA,DR09,Lebertia sp.,adult,"water mites, round soft body, coxa 1 fused Y, often blue legs",4,2.5
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,"UR07, UR26",Lebertia sp.,adult,"water mites, round soft body, coxa 1 fused Y, often blue legs",10,2.5
2017-06-05,2017,Summer,Downstream,03DRSU17.NA,03DRSU17,Orange,NA,DR18,Lepidostomatidae sp.,larva,"probably of the Theliopsyche genus, in pupal case, but ot  yet fully pupated, distinguished by sand casing and ventral  apotome",1,2.5
2017-06-05,2017,Summer,Downstream,03DRSU17.NA,03DRSU17,Orange,NA,"DR4, DR21, DR22",Leucrocuta sp.,larva,NA,77,2.5
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,"UR13, UR14, UR15",Leucrocuta sp.,larva,NA,51,2.5
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,UR24,Lumbriculus variegatus,adult,"larger worm, unequally bifurcate chaetae, no permanently everted penes",1,2.5
2017-06-05,2017,Summer,Downstream,03DRSU17.NA,03DRSU17,Orange,NA,DR04,Maccaffertium sp.,larva,NA,1,2.5
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,UR12,Maccaffertium sp.,larva,NA,3,2.5
2017-06-05,2017,Summer,Downstream,03DRSU17.NA,03DRSU17,Orange,NA,DR07,Metrichia sp.,larva,NA,1,2.5
2017-06-05,2017,Summer,Downstream,03DRSU17.NA,03DRSU17,Orange,NA,DR14,Metriocnemus sp.,larva,clear_midges,19,2.5
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,UR21,Metriocnemus sp.,larva,clear_midges,13,2.5
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,"UR16, UR21",Microtendipes sp.,larva,red_midges,5,2.5
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,UR10,Nemoura sp.,larva,NA,1,2.5
2017-06-05,2017,Summer,Downstream,03DRSU17.NA,03DRSU17,Orange,NA,DR17,Neophylax sp.,larva,"Dark head, dark chloride epithelia",1,2.5
2017-06-05,2017,Summer,Downstream,03DRSU17.NA,03DRSU17,Orange,NA,DR18,Neophylax sp.,pupa,Pupa,18,2.5
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,UR18,Neophylax sp.,larva,"Dark head, dark chloride epithelia",55,2.5
2017-06-05,2017,Summer,Downstream,03DRSU17.NA,03DRSU17,Orange,NA,DR19,Neotrichia iridescens,larva,NA,2,2.5
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,"UR19, UR25",Neotrichia iridescens,larva,NA,16,2.5
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,UR07,Neumania sp.,larva,NA,1,2.5
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,UR10,Oemopteryx sp.,larva,NA,18,2.5
2017-06-05,2017,Summer,Downstream,03DRSU17.NA,03DRSU17,Orange,NA,DR12,Ophidonais serpentina,adult,NA,1,2.5
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,UR05,Ophidonais serpentina,adult,"(very small/ pale, dorsal and ventral hair, dorsal chaetae blunt)",1,2.5
2017-06-05,2017,Summer,Downstream,03DRSU17.NA,03DRSU17,Orange,NA,DR01,Optioservus sp.,NA,"no ridges, yellow lines: two long and one short, 10 adult",10,2.5
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,UR23,Optioservus sp.,NA,"no ridges, yellow lines: two long and one short, 2 adult",2,2.5
2017-06-05,2017,Summer,Downstream,03DRSU17.NA,03DRSU17,Orange,NA,DR14,Orthocladius sp.,larva,clear_midges,2,2.5
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,UR21,Orthocladius sp.,larva,clear_midges,15,2.5
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,UR23,Oulimnius sp.,adult,adults,3,2.5
2017-06-05,2017,Summer,Downstream,03DRSU17.NA,03DRSU17,Orange,NA,DR14,Paracricotopus sp.,larva,clear_midges,2,2.5
2017-06-05,2017,Summer,Downstream,03DRSU17.NA,03DRSU17,Orange,NA,DR14,Parametriocnemus sp.,larva,clear_midges,2,2.5
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,UR16,Paratendipes sp.,larva,red_midges,1,2.5
2017-06-05,2017,Summer,Downstream,03DRSU17.NA,03DRSU17,Orange,NA,DR20,Perlesta sp.,larva,NA,1,2.5
2017-06-05,2017,Summer,Downstream,03DRSU17.NA,03DRSU17,Orange,NA,DR18,Philopotamidae sp.,pupa,"Unidentifiable cassisfly, pupal stage",1,2.5
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,UR18,Philopotamidae sp.,larva,NA,2,2.5
2017-06-05,2017,Summer,Downstream,03DRSU17.NA,03DRSU17,Orange,NA,"DR04,DR21,DR22",Plauditus sp.,larva,NA,19,2.5
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,UR14,Plauditus sp.,larva,NA,4,2.5
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,UR09,Polycentropus sp.,larva,NA,1,2.5
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,UR16,Polypedilum sp.,larva,red_midges,2,2.5
2017-06-05,2017,Summer,Downstream,03DRSU17.NA,03DRSU17,Orange,NA,DR12,Potamothrix vejdovskyi,adult,NA,3,2.5
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,UR05,Potamothrix vejdovskyi,adult,NA,2,2.5
2017-06-05,2017,Summer,Downstream,03DRSU17.NA,03DRSU17,Orange,NA,DR03,Psephenus sp.,larva,water penny beetles,7,2.5
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,UR20,Psephenus sp.,larva,water penny beetles,5,2.5
2017-06-05,2017,Summer,Downstream,03DRSU17.NA,03DRSU17,Orange,NA,DR13,Pycnopsyche sp.,larva,NA,1,2.5
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,UR11,Pycnopsyche sp.,larva,NA,1,2.5
2017-06-05,2017,Summer,Downstream,03DRSU17.NA,03DRSU17,Orange,NA,"DR05,DR22",Rhithrogena sp.,larva,NA,2,2.5
2017-06-05,2017,Summer,Downstream,03DRSU17.NA,03DRSU17,Orange,NA,DR12,segmented_worms,adult,"(hair chaeta not serrate, parallell not divergent)",1,2.5
2017-06-05,2017,Summer,Downstream,03DRSU17.NA,03DRSU17,Orange,NA,DR12,segmented_worms,adult,"(no proboscis, dorsal chaetae present, teeth  divergent) """,2,2.5
2017-06-05,2017,Summer,Downstream,03DRSU17.NA,03DRSU17,Orange,NA,DR12,segmented_worms,adult,"too damaged to ID further (no chaetae bundles intact, cannot find posterior end; middle segment too damaged to locate spermathecae)",2,2.5
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,UR14,Serratella sp.,larva,NA,1,2.5
2017-06-05,2017,Summer,Downstream,03DRSU17.NA,03DRSU17,Orange,NA,DR06,Sperchon sp.,adult,"iridescent yellow/green, longer tibia on palps, coxa 1 not fused, space btw coxa 2 and 3",1,2.5
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,UR06,Sperchon sp.,adult,"iridescent yellow/green, longer tibia on palps, coxa 1 not fused, space btw coxa 2 and 3",1,2.5
2017-06-05,2017,Summer,Downstream,03DRSU17.NA,03DRSU17,Orange,NA,DR06,Sperchonopsis sp.,adult,"yellow legs, 2 red dots, white Y, bumpy back",1,2.5
2017-06-05,2017,Summer,Downstream,03DRSU17.NA,03DRSU17,Orange,NA,DR12,Spirosperma nikolskyi,adult,NA,1,2.5
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,UR18,Stactobiella sp.,larva,"arsal claw stout, dorsal ring indistinct, abdomen laterally compressed",1,2.5
2017-06-05,2017,Summer,Downstream,03DRSU17.NA,03DRSU17,Orange,NA,"DR04,DR05",Stenacron interpunctatum,larva,NA,5,2.5
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,"UR12, UR14, UR15, UR13",Stenacron interpunctatum,larva,NA,20,2.5
2017-06-05,2017,Summer,Downstream,03DRSU17.NA,03DRSU17,Orange,NA,DR01,Stenelmis sp.,NA,NA,8,2.5
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,"UR23, UR26",Stenelmis sp.,adult,NA,3,2.5
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,"UR23, UR26",Stenelmis sp.,larva,NA,2,2.5
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,UR13,Stenonema femoratum,larva,NA,1,2.5
2017-06-05,2017,Summer,Downstream,03DRSU17.NA,03DRSU17,Orange,NA,DR12,Stylodrilus heringianus,adult,"(permanently everted penes, short lateral blood vessel pouches)",2,2.5
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,UR05,Stylodrilus heringianus,adult,"(permanently everted penes, short lateral blood vessel pouches)",2,2.5
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,UR21,Tanypodinae sp.,larva,"subfamily Tanypodinae, mandibles missing so can't ID to genus",1,2.5
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,UR14,Teloganopsis deficiens,larva,NA,1,2.5
2017-06-05,2017,Summer,Downstream,03DRSU17.NA,03DRSU17,Orange,NA,DR14,Thienemanniella sp.,larva,clear_midges,1,2.5
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,UR21,Thienemanniella sp.,larva,clear_midges,1,2.5
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,UR03,Tipula sp.,larva,NA,1,2.5
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,UR21,Tokunagaia sp.,larva,clear_midges,1,2.5
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,UR07,Torrenticola sp.,adult,"2 white spots, tear drop, flat",3,2.5
2017-06-05,2017,Summer,Upstream,03URSU17.NA,03URSU17,Orange,NA,UR16,Tribelos sp.,larva,red_midges,1,2.5
2017-09-21,2017,Fall,Downstream,01DRFA17.NA,01DRFA17,Orange,NA,DR07,Caecidotea sp.,adult,isopods (sow bugs),1,3.75
2017-09-21,2017,Fall,Downstream,01DRFA17.NA,01DRFA17,Orange,NA,DR12,Cernotina sp.,larva,NA,2,3.75
2017-09-21,2017,Fall,Downstream,01DRFA17.NA,01DRFA17,Orange,NA,"DR09,DR12",Cheumatopsyche sp.,larva,"solid brown head, no scale hairs",14,3.75
2017-09-21,2017,Fall,Downstream,01DRFA17.NA,01DRFA17,Orange,NA,DR08,Chimarra sp.,larva,"T-shaped membranous labrum, frontoclypeus with asymmetrical notch",27,3.75
2017-09-21,2017,Fall,Downstream,01DRFA17.NA,01DRFA17,Orange,NA,DR03,Chironomidae sp.,larva,NA,12,3.75
2017-09-21,2017,Fall,Downstream,01DRFA17.NA,01DRFA17,Orange,NA,no label,Faxonius virilis,adult,NA,2,3.75
2017-09-21,2017,Fall,Downstream,01DRFA17.NA,01DRFA17,Orange,NA,DR09,Hydropsyche betteni,larva,"Mostly brown head, has scale hairs",2,3.75
2017-09-21,2017,Fall,Downstream,01DRFA17.NA,01DRFA17,Orange,NA,DR09,Hydropsyche sp.,larva,"Distinct spot pattern on head, no scale hairs",2,3.75
2017-09-21,2017,Fall,Downstream,01DRFA17.NA,01DRFA17,Orange,NA,DR09,Hydropsyche sp.,larva,"Distinct spot pattern on head, no scale hairs",17,3.75
2017-09-21,2017,Fall,Downstream,01DRFA17.NA,01DRFA17,Orange,NA,DR09,Hydropsyche sparna,larva,"Light brown head with three light spots, no scale hairs,",6,3.75
2017-09-21,2017,Fall,Downstream,01DRFA17.NA,01DRFA17,Orange,NA,DR04,Isonychia sp.,larva,forecoxal gills are is large tuft of filiments,2,3.75
2017-09-21,2017,Fall,Downstream,01DRFA17.NA,01DRFA17,Orange,NA,DR05,Maccaffertium sp.,larva,NA,2,3.75
2017-09-21,2017,Fall,Downstream,01DRFA17.NA,01DRFA17,Orange,NA,"DR05,DR10",Maccaffertium vicarium,larva,NA,16,3.75
2017-09-21,2017,Fall,Downstream,01DRFA17.NA,01DRFA17,Orange,NA,DR02,Nigronia sp.,larva,no gills at the base of the abdominal projection,2,3.75
2017-09-21,2017,Fall,Downstream,01DRFA17.NA,01DRFA17,Orange,NA,DR11,Paraleptophlebia sp.,larva,"deep forked gill, trachea of gills without lateral branches, abdominal tergites mottled, legs pale with darker brown bands",10,3.75
2017-09-21,2017,Fall,Downstream,01DRFA17.NA,01DRFA17,Orange,NA,DR01,Psephenus sp.,larva,NA,18,3.75
2017-09-21,2017,Fall,Downstream,01DRFA17.NA,01DRFA17,Orange,NA,DR05,Stenacron interpunctatum,larva,"(gills pointed apically, last pair of gills reduced, gills on 6 similar to preceding pairs)",20,3.75
2017-09-21,2017,Fall,Downstream,01DRFA17.NA,01DRFA17,Orange,NA,DR05,Stenonema femoratum,larva,"head round, large eyes, gills pointed",3,3.75
2017-09-25,2017,Fall,Upstream,01URFA17.NA,01URFA17,Lavender,NA,UR02,Acroneuria carolinensis,larva,"no anal gills, banded abdominal tergites (with medial black vertical slash on each). does have yellow M on head",8,3.25
2017-09-25,2017,Fall,Upstream,01URFA17.NA,01URFA17,Lavender,NA,UR02,Acroneuria lycorias,larva,"has anal gills, has silky setae on cerci, banded abdominal tergites. does have yellow M on head",2,3.25
2017-09-25,2017,Fall,Upstream,01URFA17.NA,01URFA17,Lavender,NA,"UR17,UR13",Antocha sp.,larva,NA,2,3.25
2017-09-25,2017,Fall,Upstream,01URFA17.NA,01URFA17,Lavender,NA,UR08,Baetis brunneicolor,larva,tergites mostly brown with white comma marks near median,3,3.25
2017-09-25,2017,Fall,Upstream,01URFA17.NA,01URFA17,Lavender,NA,UR12,Caecidotea sp.,adult,isopods (sow bugs),1,3.25
2017-09-25,2017,Fall,Upstream,01URFA17.NA,01URFA17,Lavender,NA,UR03,Cheumatopsyche sp.,larva,"solid brown head, no scale hairs",53,3.25
2017-09-25,2017,Fall,Upstream,01URFA17.NA,01URFA17,Lavender,NA,UR01,Chimarra sp.,larva,"T-shaped membranous labrum, frontoclypeus with asymmetrical notch",4,3.25
2017-09-25,2017,Fall,Upstream,01URFA17.NA,01URFA17,Lavender,NA,UR101,Chironomidae sp.,larva,"small, very thin worm-like body; appear white as a result of preservation by ethanol.",5,3.25
2017-09-25,2017,Fall,Upstream,01URFA17.NA,01URFA17,Lavender,NA,UR 14,Chironomidae sp.,larva,"very short, them worm like bodys",6,3.25
2017-09-25,2017,Fall,Upstream,01URFA17.NA,01URFA17,Lavender,NA,no label,Faxonius virilis,adult,NA,21,3.25
2017-09-25,2017,Fall,Upstream,01URFA17.NA,01URFA17,Lavender,NA,UR20,Ferrissia sp.,adult,NA,40,3.25
2017-09-25,2017,Fall,Upstream,01URFA17.NA,01URFA17,Lavender,NA,UR15,Glossosoma sp.,larva,NA,16,3.25
2017-09-25,2017,Fall,Upstream,01URFA17.NA,01URFA17,Lavender,NA,UR03.3,Hydropsyche sp.,larva,"Distinct spot pattern on head, no scale hairs",16,3.25
2017-09-25,2017,Fall,Upstream,01URFA17.NA,01URFA17,Lavender,NA,UR03.1,Hydropsyche sp.,larva,"Distinct spot pattern on head, no scale hairs",44,3.25
2017-09-25,2017,Fall,Upstream,01URFA17.NA,01URFA17,Lavender,NA,UR10,Isonychia sp.,larva,NA,3,3.25
2017-09-25,2017,Fall,Upstream,01URFA17.NA,01URFA17,Lavender,NA,UR18,Lebertia sp.,adult,"water mites, round soft body, coxa 1 fused Y, often blue legs",5,3.25
2017-09-25,2017,Fall,Upstream,01URFA17.NA,01URFA17,Lavender,NA,DR14.1,Maccaffertium sp.,larva,NA,13,3.25
2017-09-25,2017,Fall,Upstream,01URFA17.NA,01URFA17,Lavender,NA,UR04.2,Maccaffertium vicarium,larva,NA,6,3.25
2017-09-25,2017,Fall,Upstream,01URFA17.NA,01URFA17,Lavender,NA,UR18,Mideopsis sp.,adult,"circular, flattened (pancake shaped) mite",1,3.25
2017-09-25,2017,Fall,Upstream,01URFA17.NA,01URFA17,Lavender,NA,UR05,Nigronia sp.,larva,no gills at the base of the abdominal projection,1,3.25
2017-09-25,2017,Fall,Upstream,01URFA17.NA,01URFA17,Lavender,NA,UR21,Optioservus sp.,NA,"no ridges, yellow lines: two long and one short; 1 larva",1,3.25
2017-09-25,2017,Fall,Upstream,01URFA17.NA,01URFA17,Lavender,NA,UR09,Paraleptophlebia sp.,larva,"deep forked gill, trachea of gills without lateral branches, abdominal tergites mottled, legs pale with darker brown bands",2,3.25
2017-09-25,2017,Fall,Upstream,01URFA17.NA,01URFA17,Lavender,NA,UR07,Psephenus sp.,larva,NA,14,3.25
2017-09-25,2017,Fall,Upstream,01URFA17.NA,01URFA17,Lavender,NA,UR19,segmented_worms,adult,long skinny worms,3,3.25
2017-09-25,2017,Fall,Upstream,01URFA17.NA,01URFA17,Lavender,NA,UR19,segmented_worms,adult,shorter fat worms,1,3.25
2017-09-25,2017,Fall,Upstream,01URFA17.NA,01URFA17,Lavender,NA,UR16,Simulium sp.,larva,"basal segments of antennae at least partiall pigmented yellow to brown, postocciput with distinct wide gap dorsally and not enclosing cervial sclerites",2,3.25
2017-09-25,2017,Fall,Upstream,01URFA17.NA,01URFA17,Lavender,NA,UR18,Sperchon sp.,adult,"iridescent yellow/green, longer tibia on palps, coxa 1 not fused, space btw coxa 2 and 3",3,3.25
2017-09-25,2017,Fall,Upstream,01URFA17.NA,01URFA17,Lavender,NA,UR04,Stenacron interpunctatum,larva,"(gills pointed apically, last pair of gills reduced, gills on 6 similar to preceding pairs)",29,3.25
2017-09-25,2017,Fall,Upstream,01URFA17.NA,01URFA17,Lavender,NA,UR21,Stenelmis sp.,adult,NA,17,3.25
2017-09-25,2017,Fall,Upstream,01URFA17.NA,01URFA17,Lavender,NA,UR21,Stenelmis sp.,larva,NA,6,3.25
2017-09-25,2017,Fall,Upstream,01URFA17.NA,01URFA17,Lavender,NA,UR4.3,Stenonema femoratum,larva,"head round, large eyes, gills pointed",1,3.25
2017-09-26,2017,Fall,Downstream,02DRFA17.NA,02DRFA17,Yellow,NA,DR03,Acroneuria evoluta,larva,"yellow M on head reduced to three spots, anal gills present, terga on abdomen brown",3,3.75
2017-09-26,2017,Fall,Downstream,02DRFA17.NA,02DRFA17,Yellow,NA,DR03,Acroneuria lycorias,larva,"has anal gills, has silky setae on cerci, banded abdominal tergites. does have yellow M on head",1,3.75
2017-09-26,2017,Fall,Downstream,02DRFA17.NA,02DRFA17,Yellow,NA,DR07,Apatania sp.,larva,NA,1,3.75
2017-09-26,2017,Fall,Downstream,02DRFA17.NA,02DRFA17,Yellow,NA,DR06,Cheumatopsyche sp.,larva,"solid brown head, no scale hairs",66,3.75
2017-09-26,2017,Fall,Downstream,02DRFA17.NA,02DRFA17,Yellow,NA,DR02,Chimarra sp.,larva,"T-shaped membranous labrum, frontoclypeus with asymmetrical notch",68,3.75
2017-09-26,2017,Fall,Downstream,02DRFA17.NA,02DRFA17,Yellow,NA,DR09,Chironomidae sp.,larva,NA,2,3.75
2017-09-26,2017,Fall,Downstream,02DRFA17.NA,02DRFA17,Yellow,NA,no label,Faxonius virilis,adult,NA,11,3.75
2017-09-26,2017,Fall,Downstream,02DRFA17.NA,02DRFA17,Yellow,NA,DR07.3,Girardia sp.,adult,"Balloons in ethanol, splotchy dark back.",3,3.75
2017-09-26,2017,Fall,Downstream,02DRFA17.NA,02DRFA17,Yellow,NA,DR06,Hydropsyche betteni,larva,"Mostly brown head, has scale hairs",29,3.75
2017-09-26,2017,Fall,Downstream,02DRFA17.NA,02DRFA17,Yellow,NA,DR06,Hydropsyche sp.,larva,"Distinct spot pattern on head, no scale hairs",26,3.75
2017-09-26,2017,Fall,Downstream,02DRFA17.NA,02DRFA17,Yellow,NA,DR06,Hydropsyche sp.,larva,"Distinct spot pattern on head, no scale hairs",30,3.75
2017-09-26,2017,Fall,Downstream,02DRFA17.NA,02DRFA17,Yellow,NA,DR06,Hydropsyche sparna,larva,"Light brown head with three light spots, no scale hairs,",33,3.75
2017-09-26,2017,Fall,Downstream,02DRFA17.NA,02DRFA17,Yellow,NA,DR04,Isonychia sp.,larva,forecoxal gills are is large tuft of filiments,7,3.75
2017-09-26,2017,Fall,Downstream,02DRFA17.NA,02DRFA17,Yellow,NA,DR01,Maccaffertium sp.,larva,NA,3,3.75
2017-09-26,2017,Fall,Downstream,02DRFA17.NA,02DRFA17,Yellow,NA,DR01,Maccaffertium sp.,larva,NA,9,3.75
2017-09-26,2017,Fall,Downstream,02DRFA17.NA,02DRFA17,Yellow,NA,DR01,Maccaffertium sp.,larva,NA,69,3.75
2017-09-26,2017,Fall,Downstream,02DRFA17.NA,02DRFA17,Yellow,NA,DR01,Maccaffertium vicarium,larva,NA,11,3.75
